Cidade-Uf,mes/ano,chs
ARACAJU-SE,01/11/2022,"67,48%"
CUIABA-MT,01/11/2022,"64,53%"
FEIRA DE SANTANA-BA,01/11/2022,"51,50%"
JUIZ DE FORA-MG,01/11/2022,"70,12%"
JOINVILLE-SC,01/11/2022,"55,45%"
LONDRINA-PR,01/11/2022,"71,61%"
BELFORD ROXO-RJ,01/11/2022,"63,29%"
ANANINDEUA-PA,01/11/2022,"67,48%"
SAO JOAO DE MERITI-RJ,01/11/2022,"81,92%"
APARECIDA DE GOIANIA-GO,01/11/2022,"77,31%"
NITEROI-RJ,01/11/2022,"84,82%"
CAMPOS DOS GOYTACAZES-RJ,01/11/2022,"48,73%"
CAXIAS DO SUL-RS,01/11/2022,"68,57%"
MAUA-SP,01/11/2022,"68,84%"
FLORIANOPOLIS-SC,01/11/2022,"88,18%"
VILA VELHA-ES,01/11/2022,"75,60%"
SANTOS-SP,01/11/2022,"69,80%"
SAO JOSE DO RIO PRETO-SP,01/11/2022,"84,77%"
PORTO VELHO-RO,01/11/2022,"55,01%"
SERRA-ES,01/11/2022,"61,59%"
DIADEMA-SP,01/11/2022,"82,48%"
OLINDA-PE,01/11/2022,"73,55%"
MACAPA-AP,01/11/2022,"29,59%"
BETIM-MG,01/11/2022,"55,93%"
CAMPINA GRANDE-PB,01/11/2022,"60,63%"
MOGI DAS CRUZES-SP,01/11/2022,"71,86%"
CARAPICUIBA-SP,01/11/2022,"85,10%"
PIRACICABA-SP,01/11/2022,"65,68%"
MONTES CLAROS-MG,01/11/2022,"63,20%"
JUNDIAI-SP,01/11/2022,"76,08%"
MARINGA-PR,01/11/2022,"82,67%"
CARIACICA-ES,01/11/2022,"55,04%"
BAURU-SP,01/11/2022,"67,86%"
ANAPOLIS-GO,01/11/2022,"71,16%"
RIO BRANCO-AC,01/11/2022,"58,93%"
CANOAS-RS,01/11/2022,"87,21%"
SAO VICENTE-SP,01/11/2022,"57,24%"
VITORIA-ES,01/11/2022,"72,54%"
PELOTAS-RS,01/11/2022,"65,30%"
FRANCA-SP,01/11/2022,"60,64%"
ITAQUAQUECETUBA-SP,01/11/2022,"66,74%"
BLUMENAU-SC,01/11/2022,"68,24%"
PONTA GROSSA-PR,01/11/2022,"68,78%"
CARUARU-PE,01/11/2022,"54,58%"
CAUCAIA-CE,01/11/2022,"29,33%"
RIBEIRAO DAS NEVES-MG,01/11/2022,"61,42%"
VITORIA DA CONQUISTA-BA,01/11/2022,"53,06%"
PAULISTA-PE,01/11/2022,"61,87%"
PETROPOLIS-RJ,01/11/2022,"61,33%"
GUARUJA-SP,01/11/2022,"55,32%"
UBERABA-MG,01/11/2022,"78,08%"
PETROLINA-PE,01/11/2022,"37,08%"
BOA VISTA-RR,01/11/2022,"47,59%"
TAUBATE-SP,01/11/2022,"82,88%"
CASCAVEL-PR,01/11/2022,"70,12%"
SANTAREM-PA,01/11/2022,"59,75%"
LIMEIRA-SP,01/11/2022,"69,54%"
SUZANO-SP,01/11/2022,"69,39%"
SAO JOSE DOS PINHAIS-PR,01/11/2022,"67,03%"
PRAIA GRANDE-SP,01/11/2022,"84,70%"
GOVERNADOR VALADARES-MG,01/11/2022,"61,10%"
VOLTA REDONDA-RJ,01/11/2022,"65,64%"
GRAVATAI-RS,01/11/2022,"75,51%"
MOSSORO-RN,01/11/2022,"63,08%"
SANTA MARIA-RS,01/11/2022,"64,33%"
FOZ DO IGUACU-PR,01/11/2022,"67,95%"
VARZEA GRANDE-MT,01/11/2022,"63,72%"
NOVO HAMBURGO-RS,01/11/2022,"76,18%"
IMPERATRIZ-MA,01/11/2022,"62,97%"
JUAZEIRO DO NORTE-CE,01/11/2022,"61,04%"
SUMARE-SP,01/11/2022,"85,06%"
BARUERI-SP,01/11/2022,"73,60%"
IPATINGA-MG,01/11/2022,"69,46%"
CAMACARI-BA,01/11/2022,"34,55%"
VIAMAO-RS,01/11/2022,"54,42%"
EMBU DAS ARTES-SP,01/11/2022,"65,24%"
ITABORAI-RJ,01/11/2022,"32,72%"
TABOAO DA SERRA-SP,01/11/2022,"74,52%"
MAGE-RJ,01/11/2022,"30,57%"
MARABA-PA,01/11/2022,"25,29%"
PALMAS-TO,01/11/2022,"50,60%"
SAO CARLOS-SP,01/11/2022,"74,32%"
COLOMBO-PR,01/11/2022,"69,89%"
ARAPIRACA-AL,01/11/2022,"71,10%"
MARILIA-SP,01/11/2022,"69,16%"
SETE LAGOAS-MG,01/11/2022,"76,63%"
SAO LEOPOLDO-RS,01/11/2022,"80,30%"
DIVINOPOLIS-MG,01/11/2022,"83,60%"
MARACANAU-CE,01/11/2022,"48,26%"
AMERICANA-SP,01/11/2022,"88,43%"
JACAREI-SP,01/11/2022,"64,59%"
ITAPEVI-SP,01/11/2022,"69,88%"
PARNAMIRIM-RN,01/11/2022,"59,87%"
PRESIDENTE PRUDENTE-SP,01/11/2022,"74,33%"
ARARAQUARA-SP,01/11/2022,"71,59%"
MACAE-RJ,01/11/2022,"42,13%"
ITABUNA-BA,01/11/2022,"34,84%"
SAO JOSE-SC,01/11/2022,"97,48%"
SANTA LUZIA-MG,01/11/2022,"62,71%"
INDAIATUBA-SP,01/11/2022,"72,08%"
ALVORADA-RS,01/11/2022,"66,47%"
COTIA-SP,01/11/2022,"71,58%"
JUAZEIRO-BA,01/11/2022,"43,67%"
HORTOLANDIA-SP,01/11/2022,"87,37%"
RIO GRANDE-RS,01/11/2022,"54,65%"
DOURADOS-MS,01/11/2022,"71,86%"
CRICIUMA-SC,01/11/2022,"75,39%"
RONDONOPOLIS-MT,01/11/2022,"68,88%"
CACHOEIRO DE ITAPEMIRIM-ES,01/11/2022,"71,12%"
CABO FRIO-RJ,01/11/2022,"62,11%"
RIO CLARO-SP,01/11/2022,"65,28%"
SOBRAL-CE,01/11/2022,"54,54%"
SANTA BARBARA DOESTE-SP,01/11/2022,"78,73%"
PASSO FUNDO-RS,01/11/2022,"81,82%"
ARACATUBA-SP,01/11/2022,"83,98%"
CHAPECO-SC,01/11/2022,"61,26%"
ITAJAI-SC,01/11/2022,"76,97%"
ILHEUS-BA,01/11/2022,"56,74%"
CABO DE SANTO AGOSTINHO-PE,01/11/2022,"50,43%"
MESQUITA-RJ,01/11/2022,"89,31%"
FERRAZ DE VASCONCELOS-SP,01/11/2022,"81,70%"
NOVA FRIBURGO-RJ,01/11/2022,"48,37%"
BARRA MANSA-RJ,01/11/2022,"50,15%"
LAURO DE FREITAS-BA,01/11/2022,"74,49%"
CASTANHAL-PA,01/11/2022,"57,33%"
RIO VERDE-GO,01/11/2022,"71,55%"
IBIRITE-MG,01/11/2022,"76,83%"
ANGRA DOS REIS-RJ,01/11/2022,"37,01%"
LUZIANIA-GO,01/11/2022,"42,84%"
GUARAPUAVA-PR,01/11/2022,"58,07%"
FRANCISCO MORATO-SP,01/11/2022,"49,76%"
NOSSA SENHORA DO SOCORRO-SE,01/11/2022,"44,31%"
AGUAS LINDAS DE GOIAS-GO,01/11/2022,"51,14%"
CAMARAGIBE-PE,01/11/2022,"53,91%"
TERESOPOLIS-RJ,01/11/2022,"62,96%"
LAGES-SC,01/11/2022,"57,14%"
ITU-SP,01/11/2022,"64,58%"
PARAUAPEBAS-PA,01/11/2022,"53,86%"
POCOS DE CALDAS-MG,01/11/2022,"67,65%"
TIMON-MA,01/11/2022,"34,02%"
NILOPOLIS-RJ,01/11/2022,"82,52%"
JEQUIE-BA,01/11/2022,"22,71%"
CAXIAS-MA,01/11/2022,"51,41%"
SAO JOSE DE RIBAMAR-MA,01/11/2022,"63,13%"
PINDAMONHANGABA-SP,01/11/2022,"41,47%"
BRAGANCA PAULISTA-SP,01/11/2022,"65,18%"
PARNAIBA-PI,01/11/2022,"39,10%"
SAO CAETANO DO SUL-SP,01/11/2022,"99,11%"
QUEIMADOS-RJ,01/11/2022,"44,67%"
ITAPETININGA-SP,01/11/2022,"66,64%"
PARANAGUA-PR,01/11/2022,"69,85%"
JARAGUA DO SUL-SC,01/11/2022,"65,99%"
LINHARES-ES,01/11/2022,"48,33%"
PALHOCA-SC,01/11/2022,"87,07%"
TEIXEIRA DE FREITAS-BA,01/11/2022,"61,33%"
VALPARAISO DE GOIAS-GO,01/11/2022,"93,30%"
PATOS DE MINAS-MG,01/11/2022,"77,97%"
ALAGOINHAS-BA,01/11/2022,"67,61%"
MOGI GUACU-SP,01/11/2022,"79,47%"
ITAPECERICA DA SERRA-SP,01/11/2022,"45,14%"
ABAETETUBA-PA,01/11/2022,"7,47%"
ARAGUAINA-TO,01/11/2022,"26,60%"
TEOFILO OTONI-MG,01/11/2022,"44,89%"
SAPUCAIA DO SUL-RS,01/11/2022,"73,43%"
JAU-SP,01/11/2022,"48,87%"
BARREIRAS-BA,01/11/2022,"63,77%"
POUSO ALEGRE-MG,01/11/2022,"52,17%"
VITORIA DE SANTO ANTAO-PE,01/11/2022,"53,82%"
MARICA-RJ,01/11/2022,"80,64%"
BOTUCATU-SP,01/11/2022,"78,48%"
BARBACENA-MG,01/11/2022,"36,40%"
GARANHUNS-PE,01/11/2022,"63,10%"
ATIBAIA-SP,01/11/2022,"75,77%"
PORTO SEGURO-BA,01/11/2022,"46,00%"
VARGINHA-MG,01/11/2022,"76,78%"
URUGUAIANA-RS,01/11/2022,"43,12%"
APUCARANA-PR,01/11/2022,"75,99%"
CUBATAO-SP,01/11/2022,"20,06%"
SANTA RITA-PB,01/11/2022,"16,54%"
RESENDE-RJ,01/11/2022,"60,57%"
ARAUCARIA-PR,01/11/2022,"68,40%"
ARARAS-SP,01/11/2022,"57,94%"
CRATO-CE,01/11/2022,"32,64%"
PINHAIS-PR,01/11/2022,"93,30%"
CACHOEIRINHA-RS,01/11/2022,"75,85%"
SABARA-MG,01/11/2022,"47,49%"
SANTA CRUZ DO SUL-RS,01/11/2022,"50,70%"
CONSELHEIRO LAFAIETE-MG,01/11/2022,"79,43%"
SIMOES FILHO-BA,01/11/2022,"23,43%"
CAMETA-PA,01/11/2022,"4,06%"
BAGE-RS,01/11/2022,"33,40%"
TOLEDO-PR,01/11/2022,"56,54%"
FRANCO DA ROCHA-SP,01/11/2022,"63,86%"
CATANDUVA-SP,01/11/2022,"77,84%"
VARZEA PAULISTA-SP,01/11/2022,"73,86%"
SANTANA DE PARNAIBA-SP,01/11/2022,"77,27%"
GUARATINGUETA-SP,01/11/2022,"79,40%"
ITAPIPOCA-CE,01/11/2022,"16,88%"
BARRETOS-SP,01/11/2022,"82,89%"
MARITUBA-PA,01/11/2022,"26,34%"
SERTAOZINHO-SP,01/11/2022,"58,49%"
BAYEUX-PB,01/11/2022,"36,02%"
SINOP-MT,01/11/2022,"80,98%"
VOTORANTIM-SP,01/11/2022,"82,38%"
CODO-MA,01/11/2022,"15,37%"
ITAGUAI-RJ,01/11/2022,"33,53%"
JI PARANA-RO,01/11/2022,"48,89%"
MARANGUAPE-CE,01/11/2022,"14,16%"
ITABIRA-MG,01/11/2022,"46,12%"
BIRIGUI-SP,01/11/2022,"60,36%"
ARARUAMA-RJ,01/11/2022,"52,07%"
BRAGANCA-PA,01/11/2022,"16,70%"
CAMPO LARGO-PR,01/11/2022,"65,20%"
PACO DO LUMIAR-MA,01/11/2022,"32,00%"
ARAGUARI-MG,01/11/2022,"52,25%"
SALTO-SP,01/11/2022,"72,07%"
VESPASIANO-MG,01/11/2022,"57,27%"
SAO MATEUS-ES,01/11/2022,"33,10%"
PASSOS-MG,01/11/2022,"44,77%"
VALINHOS-SP,01/11/2022,"86,64%"
TATUI-SP,01/11/2022,"75,64%"
ALMIRANTE TAMANDARE-PR,01/11/2022,"47,85%"
RIO DAS OSTRAS-RJ,01/11/2022,"67,79%"
CORONEL FABRICIANO-MG,01/11/2022,"45,04%"
BRUSQUE-SC,01/11/2022,"35,89%"
COLATINA-ES,01/11/2022,"31,55%"
BENTO GONCALVES-RS,01/11/2022,"75,35%"
TRINDADE-GO,01/11/2022,"53,55%"
RIBEIRAO PIRES-SP,01/11/2022,"61,16%"
ARAPONGAS-PR,01/11/2022,"87,27%"
PAULO AFONSO-BA,01/11/2022,"42,08%"
POA-SP,01/11/2022,"96,08%"
GUARAPARI-ES,01/11/2022,"77,85%"
CARAGUATATUBA-SP,01/11/2022,"82,40%"
OURINHOS-SP,01/11/2022,"58,04%"
BALNEARIO CAMBORIU-SC,01/11/2022,"98,77%"
SANTANA-AP,01/11/2022,"9,87%"
ITATIBA-SP,01/11/2022,"56,60%"
BARCARENA-PA,01/11/2022,"8,25%"
UMUARAMA-PR,01/11/2022,"68,59%"
PATOS-PB,01/11/2022,"41,60%"
MURIAE-MG,01/11/2022,"55,67%"
IGARASSU-PE,01/11/2022,"35,35%"
UBA-MG,01/11/2022,"72,93%"
NOVO GAMA-GO,01/11/2022,"35,51%"
ACAILANDIA-MA,01/11/2022,"9,07%"
TRES LAGOAS-MS,01/11/2022,"56,01%"
EUNAPOLIS-BA,01/11/2022,"38,94%"
FORMOSA-GO,01/11/2022,"48,98%"
CORUMBA-MS,01/11/2022,"41,17%"
SAO LOURENCO DA MATA-PE,01/11/2022,"24,63%"
JAPERI-RJ,01/11/2022,"16,83%"
TUBARAO-SC,01/11/2022,"71,09%"
CAMBE-PR,01/11/2022,"62,88%"
ABREU E LIMA-PE,01/11/2022,"31,03%"
GUAIBA-RS,01/11/2022,"26,68%"
BACABAL-MA,01/11/2022,"27,82%"
ERECHIM-RS,01/11/2022,"36,43%"
PARINTINS-AM,01/11/2022,"3,59%"
ITUIUTABA-MG,01/11/2022,"51,14%"
JANDIRA-SP,01/11/2022,"71,99%"
ASSIS-SP,01/11/2022,"73,81%"
TUCURUI-PA,01/11/2022,"5,78%"
CAIEIRAS-SP,01/11/2022,"65,62%"
ARAXA-MG,01/11/2022,"50,60%"
LAVRAS-MG,01/11/2022,"46,85%"
BARRA DO PIRAI-RJ,01/11/2022,"13,97%"
IGUATU-CE,01/11/2022,"26,70%"
SANTA CRUZ DO CAPIBARIBE-PE,01/11/2022,"10,32%"
ITAPERUNA-RJ,01/11/2022,"73,27%"
ALTAMIRA-PA,01/11/2022,"49,89%"
LEME-SP,01/11/2022,"49,95%"
LAGARTO-SE,01/11/2022,"18,52%"
ITUMBIARA-GO,01/11/2022,"60,38%"
PARAGOMINAS-PA,01/11/2022,"30,55%"
SANTO ANTONIO DE JESUS-BA,01/11/2022,"53,68%"
ITAJUBA-MG,01/11/2022,"43,38%"
ITAITUBA-PA,01/11/2022,"4,71%"
PIRAQUARA-PR,01/11/2022,"67,68%"
ITANHAEM-SP,01/11/2022,"80,27%"
SAO GONCALO DO AMARANTE-RN,01/11/2022,"35,44%"
ITAPEVA-SP,01/11/2022,"47,59%"
CAMPO MOURAO-PR,01/11/2022,"67,52%"
SARANDI-PR,01/11/2022,"79,88%"
SAO PEDRO DA ALDEIA-RJ,01/11/2022,"68,87%"
SENADOR CANEDO-GO,01/11/2022,"64,73%"
ITABAIANA-SE,01/11/2022,"17,54%"
ITAUNA-MG,01/11/2022,"39,21%"
CATALAO-GO,01/11/2022,"66,64%"
ARIQUEMES-RO,01/11/2022,"38,11%"
VOTUPORANGA-SP,01/11/2022,"49,21%"
CACAPAVA-SP,01/11/2022,"43,51%"
JATAI-GO,01/11/2022,"65,50%"
VALENCA-BA,01/11/2022,"22,80%"
MOGI MIRIM-SP,01/11/2022,"66,77%"
SAO JOAO DA BOA VISTA-SP,01/11/2022,"62,45%"
PAULINIA-SP,01/11/2022,"81,49%"
SAO JOAO DEL REI-MG,01/11/2022,"63,37%"
ITACOATIARA-AM,01/11/2022,"1,15%"
LORENA-SP,01/11/2022,"62,89%"
ESTEIO-RS,01/11/2022,"81,73%"
TIMOTEO-MG,01/11/2022,"51,95%"
FAZENDA RIO GRANDE-PR,01/11/2022,"76,35%"
PARA DE MINAS-MG,01/11/2022,"56,48%"
MAIRIPORA-SP,01/11/2022,"31,82%"
CANDEIAS-BA,01/11/2022,"26,14%"
BREVES-PA,01/11/2022,"1,62%"
TANGARA DA SERRA-MT,01/11/2022,"37,59%"
PARANAVAI-PR,01/11/2022,"67,93%"
CARATINGA-MG,01/11/2022,"29,41%"
AVARE-SP,01/11/2022,"41,16%"
CACERES-MT,01/11/2022,"14,53%"
PARACATU-MG,01/11/2022,"44,83%"
SANTANA DO LIVRAMENTO-RS,01/11/2022,"13,49%"
NOVA LIMA-MG,01/11/2022,"47,13%"
CACHOEIRA DO SUL-RS,01/11/2022,"13,85%"
UBATUBA-SP,01/11/2022,"69,09%"
SAO ROQUE-SP,01/11/2022,"63,64%"
ARACRUZ-ES,01/11/2022,"21,52%"
SAO CRISTOVAO-SE,01/11/2022,"31,70%"
PATROCINIO-MG,01/11/2022,"32,14%"
IPOJUCA-PE,01/11/2022,"17,61%"
SEROPEDICA-RJ,01/11/2022,"20,97%"
PLANALTINA-GO,01/11/2022,"33,57%"
CRUZEIRO-SP,01/11/2022,"36,46%"
IJUI-RS,01/11/2022,"31,99%"
TRES RIOS-RJ,01/11/2022,"16,92%"
BARRA DO CORDA-MA,01/11/2022,"2,27%"
MANHUACU-MG,01/11/2022,"28,33%"
MATAO-SP,01/11/2022,"30,72%"
ARUJA-SP,01/11/2022,"61,49%"
SERRA TALHADA-PE,01/11/2022,"19,55%"
GURUPI-TO,01/11/2022,"17,66%"
ARARIPINA-PE,01/11/2022,"12,29%"
FRANCISCO BELTRAO-PR,01/11/2022,"23,34%"
QUIXADA-CE,01/11/2022,"51,46%"
GUANAMBI-BA,01/11/2022,"54,95%"
SAPIRANGA-RS,01/11/2022,"39,54%"
SANTO ANGELO-RS,01/11/2022,"33,83%"
JACOBINA-BA,01/11/2022,"27,29%"
PINHEIRO-MA,01/11/2022,"1,41%"
CARPINA-PE,01/11/2022,"35,67%"
CAMPO LIMPO PAULISTA-SP,01/11/2022,"55,75%"
JOAO MONLEVADE-MG,01/11/2022,"68,17%"
CACOAL-RO,01/11/2022,"29,28%"
BEBEDOURO-SP,01/11/2022,"46,83%"
VILHENA-RO,01/11/2022,"21,70%"
GRAVATA-PE,01/11/2022,"29,15%"
PACATUBA-CE,01/11/2022,"47,40%"
SERRINHA-BA,01/11/2022,"56,86%"
CANINDE-CE,01/11/2022,"13,10%"
LAJEADO-RS,01/11/2022,"64,00%"
SAO BENTO DO SUL-SC,01/11/2022,"16,53%"
ALFENAS-MG,01/11/2022,"38,22%"
GOIANA-PE,01/11/2022,"12,79%"
ALEGRETE-RS,01/11/2022,"18,52%"
NOVA SERRANA-MG,01/11/2022,"39,61%"
PONTA PORA-MS,01/11/2022,"32,53%"
PATO BRANCO-PR,01/11/2022,"42,52%"
VICOSA-MG,01/11/2022,"75,37%"
CRUZEIRO DO SUL-AC,01/11/2022,"8,44%"
SAO SEBASTIAO-SP,01/11/2022,"39,61%"
TRES CORACOES-MG,01/11/2022,"27,73%"
SAQUAREMA-RJ,01/11/2022,"44,22%"
PICOS-PI,01/11/2022,"20,64%"
LINS-SP,01/11/2022,"42,60%"
JABOTICABAL-SP,01/11/2022,"40,60%"
CURVELO-MG,01/11/2022,"37,64%"
REDENCAO-PA,01/11/2022,"12,44%"
TELEMACO BORBA-PR,01/11/2022,"33,52%"
UNAI-MG,01/11/2022,"60,87%"
CACADOR-SC,01/11/2022,"36,49%"
BELO JARDIM-PE,01/11/2022,"8,17%"
SAO FELIX DO XINGU-PA,01/11/2022,"2,15%"
CATAGUASES-MG,01/11/2022,"38,22%"
PIRASSUNUNGA-SP,01/11/2022,"50,40%"
CRATEUS-CE,01/11/2022,"33,26%"
CALDAS NOVAS-GO,01/11/2022,"88,17%"
AQUIRAZ-CE,01/11/2022,"25,59%"
RIO LARGO-AL,01/11/2022,"30,03%"
IBIUNA-SP,01/11/2022,"29,29%"
VALENCA-RJ,01/11/2022,"10,34%"
PALMEIRA DOS INDIOS-AL,01/11/2022,"9,55%"
ARCOVERDE-PE,01/11/2022,"28,18%"
QUIXERAMOBIM-CE,01/11/2022,"18,40%"
CIANORTE-PR,01/11/2022,"56,74%"
OURO PRETO-MG,01/11/2022,"50,98%"
VIANA-ES,01/11/2022,"39,51%"
CAJAMAR-SP,01/11/2022,"40,93%"
CHAPADINHA-MA,01/11/2022,"7,13%"
ARACATI-CE,01/11/2022,"21,33%"
TIANGUA-CE,01/11/2022,"29,78%"
RUSSAS-CE,01/11/2022,"24,04%"
CONCORDIA-SC,01/11/2022,"20,22%"
DIAS DAVILA-BA,01/11/2022,"20,70%"
CASTRO-PR,01/11/2022,"17,43%"
CAMBORIU-SC,01/11/2022,"94,51%"
SANTA ROSA-RS,01/11/2022,"28,40%"
ITAPIRA-SP,01/11/2022,"35,55%"
MOCOCA-SP,01/11/2022,"24,85%"
CEARA MIRIM-RN,01/11/2022,"5,26%"
MACAIBA-RN,01/11/2022,"6,96%"
VINHEDO-SP,01/11/2022,"85,09%"
FERNANDOPOLIS-SP,01/11/2022,"48,31%"
SAO SEBASTIAO DO PARAISO-MG,01/11/2022,"13,29%"
AMPARO-SP,01/11/2022,"41,54%"
FORMIGA-MG,01/11/2022,"31,92%"
CASCAVEL-CE,01/11/2022,"33,47%"
EMBU GUACU-SP,01/11/2022,"46,71%"
SOUSA-PB,01/11/2022,"35,72%"
NAVEGANTES-SC,01/11/2022,"63,15%"
VENANCIO AIRES-RS,01/11/2022,"3,96%"
FARROUPILHA-RS,01/11/2022,"37,60%"
TUPA-SP,01/11/2022,"18,34%"
SORRISO-MT,01/11/2022,"36,43%"
ESTANCIA-SE,01/11/2022,"16,61%"
ICO-CE,01/11/2022,"10,76%"
CAICO-RN,01/11/2022,"25,76%"
CRUZ ALTA-RS,01/11/2022,"15,20%"
CAMAQUA-RS,01/11/2022,"13,55%"
LENCOIS PAULISTA-SP,01/11/2022,"16,82%"
CAPANEMA-PA,01/11/2022,"19,58%"
SANTO ANTONIO DO DESCOBERTO-GO,01/11/2022,"23,13%"
OURICURI-PE,01/11/2022,"3,36%"
ESCADA-PE,01/11/2022,"6,92%"
ITAMARAJU-BA,01/11/2022,"16,40%"
BRUMADO-BA,01/11/2022,"8,25%"
PACAJUS-CE,01/11/2022,"27,00%"
PESQUEIRA-PE,01/11/2022,"3,65%"
VACARIA-RS,01/11/2022,"5,87%"
CONCEICAO DO COITE-BA,01/11/2022,"42,60%"
SAO BORJA-RS,01/11/2022,"11,71%"
RIO DO SUL-SC,01/11/2022,"28,12%"
CRUZ DAS ALMAS-BA,01/11/2022,"47,33%"
ARARANGUA-SC,01/11/2022,"55,01%"
JANUARIA-MG,01/11/2022,"13,55%"
CARAZINHO-RS,01/11/2022,"24,00%"
ITABERABA-BA,01/11/2022,"28,15%"
COSMOPOLIS-SP,01/11/2022,"39,27%"
PENAPOLIS-SP,01/11/2022,"28,58%"
GOIANESIA-GO,01/11/2022,"25,54%"
MORADA NOVA-CE,01/11/2022,"5,04%"
CAMPO BOM-RS,01/11/2022,"62,04%"
PENEDO-AL,01/11/2022,"11,31%"
CAMOCIM-CE,01/11/2022,"14,84%"
BOM JESUS DA LAPA-BA,01/11/2022,"8,27%"
PEDRO LEOPOLDO-MG,01/11/2022,"32,35%"
ROLANDIA-PR,01/11/2022,"36,35%"
BIGUACU-SC,01/11/2022,"56,87%"
UNIAO DOS PALMARES-AL,01/11/2022,"2,64%"
BEZERROS-PE,01/11/2022,"8,66%"
LUIS EDUARDO MAGALHAES-BA,01/11/2022,"43,28%"
PERUIBE-SP,01/11/2022,"78,36%"
MONTENEGRO-RS,01/11/2022,"46,96%"
PALMARES-PE,01/11/2022,"8,51%"
SURUBIM-PE,01/11/2022,"6,18%"
CIDADE OCIDENTAL-GO,01/11/2022,"40,43%"
GASPAR-SC,01/11/2022,"18,01%"
ICARA-SC,01/11/2022,"32,21%"
BATATAIS-SP,01/11/2022,"13,81%"
GRAJAU-MA,01/11/2022,"3,06%"
PONTE NOVA-MG,01/11/2022,"30,46%"
SANTO AMARO-BA,01/11/2022,"9,84%"
HORIZONTE-CE,01/11/2022,"27,16%"
ACARAU-CE,01/11/2022,"2,48%"
MORENO-PE,01/11/2022,"7,93%"
UNIAO DA VITORIA-PR,01/11/2022,"30,65%"
SANTA IZABEL DO PARA-PA,01/11/2022,"4,20%"
LIMOEIRO DO NORTE-CE,01/11/2022,"23,73%"
ANDRADINA-SP,01/11/2022,"36,36%"
BARRA DO GARCAS-MT,01/11/2022,"50,47%"
GUARABIRA-PB,01/11/2022,"14,29%"
MIRASSOL-SP,01/11/2022,"39,19%"
INDAIAL-SC,01/11/2022,"54,52%"
SALGUEIRO-PE,01/11/2022,"17,75%"
TRES PONTAS-MG,01/11/2022,"6,86%"
SAO MIGUEL DOS CAMPOS-AL,01/11/2022,"5,21%"
IRATI-PR,01/11/2022,"17,54%"
RIO BONITO-RJ,01/11/2022,"27,88%"
BARBALHA-CE,01/11/2022,"20,57%"
IBITINGA-SP,01/11/2022,"27,51%"
LAGOA SANTA-MG,01/11/2022,"71,96%"
TAQUARA-RS,01/11/2022,"33,92%"
PIRAPORA-MG,01/11/2022,"24,05%"
TAUA-CE,01/11/2022,"8,25%"
LIMOEIRO-PE,01/11/2022,"13,09%"
CABEDELO-PB,01/11/2022,"43,73%"
REGISTRO-SP,01/11/2022,"24,35%"
TIMBAUBA-PE,01/11/2022,"2,78%"
TAQUARITINGA-SP,01/11/2022,"9,39%"
CACHOEIRAS DE MACACU-RJ,01/11/2022,"2,89%"
CANOINHAS-SC,01/11/2022,"18,37%"
MARIANA-MG,01/11/2022,"37,73%"
PORTO FERREIRA-SP,01/11/2022,"23,73%"
FRUTAL-MG,01/11/2022,"15,03%"
GUAPIMIRIM-RJ,01/11/2022,"34,66%"
SAO BENTO DO UNA-PE,01/11/2022,"2,66%"
CAMPO BELO-MG,01/11/2022,"37,00%"
SAO PAULO-SP,01/12/2022,"77,28%"
RIO DE JANEIRO-RJ,01/12/2022,"72,14%"
SALVADOR-BA,01/12/2022,"49,46%"
BRASILIA-DF,01/12/2022,"55,96%"
FORTALEZA-CE,01/12/2022,"62,86%"
BELO HORIZONTE-MG,01/12/2022,"84,66%"
MANAUS-AM,01/12/2022,"47,49%"
CURITIBA-PR,01/12/2022,"81,41%"
RECIFE-PE,01/12/2022,"75,41%"
BELEM-PA,01/12/2022,"47,87%"
PORTO ALEGRE-RS,01/12/2022,"79,71%"
GOIANIA-GO,01/12/2022,"75,67%"
GUARULHOS-SP,01/12/2022,"67,65%"
CAMPINAS-SP,01/12/2022,"78,07%"
SAO LUIS-MA,01/12/2022,"38,40%"
SAO GONCALO-RJ,01/12/2022,"56,63%"
MACEIO-AL,01/12/2022,"58,30%"
DUQUE DE CAXIAS-RJ,01/12/2022,"47,43%"
NATAL-RN,01/12/2022,"49,98%"
TERESINA-PI,01/12/2022,"43,16%"
NOVA IGUACU-RJ,01/12/2022,"54,98%"
CAMPO GRANDE-MS,01/12/2022,"73,35%"
JOAO PESSOA-PB,01/12/2022,"67,26%"
SAO BERNARDO DO CAMPO-SP,01/12/2022,"68,59%"
OSASCO-SP,01/12/2022,"76,19%"
SANTO ANDRE-SP,01/12/2022,"88,67%"
JABOATAO DOS GUARARAPES-PE,01/12/2022,"47,19%"
SAO JOSE DOS CAMPOS-SP,01/12/2022,"69,87%"
CONTAGEM-MG,01/12/2022,"87,29%"
RIBEIRAO PRETO-SP,01/12/2022,"79,78%"
UBERLANDIA-MG,01/12/2022,"72,52%"
SOROCABA-SP,01/12/2022,"77,48%"
ARACAJU-SE,01/12/2022,"65,42%"
CUIABA-MT,01/12/2022,"63,70%"
FEIRA DE SANTANA-BA,01/12/2022,"50,82%"
JUIZ DE FORA-MG,01/12/2022,"68,83%"
JOINVILLE-SC,01/12/2022,"55,36%"
LONDRINA-PR,01/12/2022,"70,77%"
BELFORD ROXO-RJ,01/12/2022,"59,93%"
