Cidade,Uf,mes/ano,churn
ARACAJU,SE,01/11/2022,"9,69%"
CUIABA,MT,01/11/2022,"8,82%"
FEIRA DE SANTANA,BA,01/11/2022,"9,08%"
JUIZ DE FORA,MG,01/11/2022,"6,59%"
JOINVILLE,SC,01/11/2022,"7,15%"
LONDRINA,PR,01/11/2022,"5,99%"
BELFORD ROXO,RJ,01/11/2022,"15,40%"
ANANINDEUA,PA,01/11/2022,"11,01%"
SAO JOAO DE MERITI,RJ,01/11/2022,"14,81%"
APARECIDA DE GOIANIA,GO,01/11/2022,"10,93%"
NITEROI,RJ,01/11/2022,"8,80%"
CAMPOS DOS GOYTACAZES,RJ,01/11/2022,"9,04%"
CAXIAS DO SUL,RS,01/11/2022,"6,24%"
MAUA,SP,01/11/2022,"10,80%"
FLORIANOPOLIS,SC,01/11/2022,"7,17%"
VILA VELHA,ES,01/11/2022,"9,77%"
SANTOS,SP,01/11/2022,"5,39%"
SAO JOSE DO RIO PRETO,SP,01/11/2022,"8,08%"
PORTO VELHO,RO,01/11/2022,"7,99%"
SERRA,ES,01/11/2022,"10,01%"
DIADEMA,SP,01/11/2022,"8,51%"
OLINDA,PE,01/11/2022,"8,70%"
MACAPA,AP,01/11/2022,"9,90%"
BETIM,MG,01/11/2022,"7,95%"
CAMPINA GRANDE,PB,01/11/2022,"7,36%"
MOGI DAS CRUZES,SP,01/11/2022,"8,34%"
CARAPICUIBA,SP,01/11/2022,"8,96%"
PIRACICABA,SP,01/11/2022,"5,67%"
MONTES CLAROS,MG,01/11/2022,"11,57%"
JUNDIAI,SP,01/11/2022,"7,21%"
MARINGA,PR,01/11/2022,"6,34%"
CARIACICA,ES,01/11/2022,"11,61%"
BAURU,SP,01/11/2022,"10,14%"
ANAPOLIS,GO,01/11/2022,"9,73%"
RIO BRANCO,AC,01/11/2022,"6,75%"
CANOAS,RS,01/11/2022,"7,95%"
SAO VICENTE,SP,01/11/2022,"10,50%"
VITORIA,ES,01/11/2022,"7,32%"
PELOTAS,RS,01/11/2022,"6,64%"
FRANCA,SP,01/11/2022,"8,72%"
ITAQUAQUECETUBA,SP,01/11/2022,"13,54%"
BLUMENAU,SC,01/11/2022,"5,79%"
PONTA GROSSA,PR,01/11/2022,"6,36%"
CARUARU,PE,01/11/2022,"7,78%"
CAUCAIA,CE,01/11/2022,"8,70%"
RIBEIRAO DAS NEVES,MG,01/11/2022,"11,62%"
VITORIA DA CONQUISTA,BA,01/11/2022,"10,24%"
PAULISTA,PE,01/11/2022,"8,80%"
PETROPOLIS,RJ,01/11/2022,"9,02%"
GUARUJA,SP,01/11/2022,"9,83%"
UBERABA,MG,01/11/2022,"7,40%"
PETROLINA,PE,01/11/2022,"8,83%"
BOA VISTA,RR,01/11/2022,"7,73%"
TAUBATE,SP,01/11/2022,"7,36%"
CASCAVEL,PR,01/11/2022,"5,96%"
SANTAREM,PA,01/11/2022,"7,75%"
LIMEIRA,SP,01/11/2022,"7,15%"
SUZANO,SP,01/11/2022,"10,81%"
SAO JOSE DOS PINHAIS,PR,01/11/2022,"9,52%"
PRAIA GRANDE,SP,01/11/2022,"11,25%"
GOVERNADOR VALADARES,MG,01/11/2022,"5,83%"
VOLTA REDONDA,RJ,01/11/2022,"8,33%"
GRAVATAI,RS,01/11/2022,"9,51%"
MOSSORO,RN,01/11/2022,"7,29%"
SANTA MARIA,RS,01/11/2022,"7,74%"
FOZ DO IGUACU,PR,01/11/2022,"6,01%"
VARZEA GRANDE,MT,01/11/2022,"12,53%"
NOVO HAMBURGO,RS,01/11/2022,"7,32%"
IMPERATRIZ,MA,01/11/2022,"8,44%"
JUAZEIRO DO NORTE,CE,01/11/2022,"8,56%"
SUMARE,SP,01/11/2022,"9,26%"
BARUERI,SP,01/11/2022,"9,06%"
IPATINGA,MG,01/11/2022,"6,15%"
CAMACARI,BA,01/11/2022,"11,97%"
VIAMAO,RS,01/11/2022,"8,38%"
EMBU DAS ARTES,SP,01/11/2022,"9,54%"
ITABORAI,RJ,01/11/2022,"9,51%"
TABOAO DA SERRA,SP,01/11/2022,"12,69%"
MAGE,RJ,01/11/2022,"10,71%"
MARABA,PA,01/11/2022,"12,45%"
PALMAS,TO,01/11/2022,"6,82%"
SAO CARLOS,SP,01/11/2022,"7,92%"
COLOMBO,PR,01/11/2022,"8,39%"
ARAPIRACA,AL,01/11/2022,"8,71%"
MARILIA,SP,01/11/2022,"6,13%"
SETE LAGOAS,MG,01/11/2022,"6,60%"
SAO LEOPOLDO,RS,01/11/2022,"7,94%"
DIVINOPOLIS,MG,01/11/2022,"6,55%"
MARACANAU,CE,01/11/2022,"12,21%"
AMERICANA,SP,01/11/2022,"6,79%"
JACAREI,SP,01/11/2022,"8,93%"
ITAPEVI,SP,01/11/2022,"11,25%"
PARNAMIRIM,RN,01/11/2022,"8,68%"
PRESIDENTE PRUDENTE,SP,01/11/2022,"6,87%"
ARARAQUARA,SP,01/11/2022,"6,96%"
MACAE,RJ,01/11/2022,"8,50%"
ITABUNA,BA,01/11/2022,"6,04%"
SAO JOSE,SC,01/11/2022,"8,16%"
SANTA LUZIA,MG,01/11/2022,"11,75%"
INDAIATUBA,SP,01/11/2022,"6,48%"
ALVORADA,RS,01/11/2022,"9,61%"
COTIA,SP,01/11/2022,"9,38%"
JUAZEIRO,BA,01/11/2022,"10,60%"
HORTOLANDIA,SP,01/11/2022,"8,59%"
RIO GRANDE,RS,01/11/2022,"9,01%"
DOURADOS,MS,01/11/2022,"8,67%"
CRICIUMA,SC,01/11/2022,"5,05%"
RONDONOPOLIS,MT,01/11/2022,"10,40%"
CACHOEIRO DE ITAPEMIRIM,ES,01/11/2022,"10,22%"
CABO FRIO,RJ,01/11/2022,"11,36%"
RIO CLARO,SP,01/11/2022,"5,75%"
SOBRAL,CE,01/11/2022,"12,33%"
SANTA BARBARA DOESTE,SP,01/11/2022,"6,94%"
PASSO FUNDO,RS,01/11/2022,"5,93%"
ARACATUBA,SP,01/11/2022,"8,94%"
CHAPECO,SC,01/11/2022,"4,06%"
ITAJAI,SC,01/11/2022,"10,41%"
ILHEUS,BA,01/11/2022,"6,54%"
CABO DE SANTO AGOSTINHO,PE,01/11/2022,"11,01%"
MESQUITA,RJ,01/11/2022,"14,36%"
FERRAZ DE VASCONCELOS,SP,01/11/2022,"16,10%"
NOVA FRIBURGO,RJ,01/11/2022,"8,41%"
BARRA MANSA,RJ,01/11/2022,"9,06%"
LAURO DE FREITAS,BA,01/11/2022,"11,48%"
CASTANHAL,PA,01/11/2022,"9,77%"
RIO VERDE,GO,01/11/2022,"8,90%"
IBIRITE,MG,01/11/2022,"12,23%"
ANGRA DOS REIS,RJ,01/11/2022,"10,33%"
LUZIANIA,GO,01/11/2022,"10,93%"
GUARAPUAVA,PR,01/11/2022,"3,65%"
FRANCISCO MORATO,SP,01/11/2022,"12,29%"
NOSSA SENHORA DO SOCORRO,SE,01/11/2022,"11,21%"
AGUAS LINDAS DE GOIAS,GO,01/11/2022,"9,27%"
CAMARAGIBE,PE,01/11/2022,"12,57%"
TERESOPOLIS,RJ,01/11/2022,"5,44%"
LAGES,SC,01/11/2022,"6,54%"
ITU,SP,01/11/2022,"7,86%"
PARAUAPEBAS,PA,01/11/2022,"10,17%"
POCOS DE CALDAS,MG,01/11/2022,"3,67%"
TIMON,MA,01/11/2022,"13,54%"
NILOPOLIS,RJ,01/11/2022,"11,08%"
JEQUIE,BA,01/11/2022,"9,25%"
CAXIAS,MA,01/11/2022,"11,11%"
SAO JOSE DE RIBAMAR,MA,01/11/2022,"12,97%"
PINDAMONHANGABA,SP,01/11/2022,"10,31%"
BRAGANCA PAULISTA,SP,01/11/2022,"6,88%"
PARNAIBA,PI,01/11/2022,"11,56%"
SAO CAETANO DO SUL,SP,01/11/2022,"5,95%"
QUEIMADOS,RJ,01/11/2022,"11,34%"
ITAPETININGA,SP,01/11/2022,"6,84%"
PARANAGUA,PR,01/11/2022,"7,49%"
JARAGUA DO SUL,SC,01/11/2022,"4,36%"
LINHARES,ES,01/11/2022,"8,93%"
PALHOCA,SC,01/11/2022,"10,86%"
TEIXEIRA DE FREITAS,BA,01/11/2022,"9,80%"
VALPARAISO DE GOIAS,GO,01/11/2022,"15,36%"
PATOS DE MINAS,MG,01/11/2022,"7,52%"
ALAGOINHAS,BA,01/11/2022,"22,22%"
MOGI GUACU,SP,01/11/2022,"9,29%"
ITAPECERICA DA SERRA,SP,01/11/2022,"10,68%"
ABAETETUBA,PA,01/11/2022,"9,68%"
ARAGUAINA,TO,01/11/2022,"4,55%"
TEOFILO OTONI,MG,01/11/2022,"9,61%"
SAPUCAIA DO SUL,RS,01/11/2022,"14,78%"
JAU,SP,01/11/2022,"7,90%"
BARREIRAS,BA,01/11/2022,"8,54%"
POUSO ALEGRE,MG,01/11/2022,"5,23%"
VITORIA DE SANTO ANTAO,PE,01/11/2022,"5,45%"
MARICA,RJ,01/11/2022,"10,15%"
BOTUCATU,SP,01/11/2022,"7,28%"
BARBACENA,MG,01/11/2022,"9,57%"
GARANHUNS,PE,01/11/2022,"5,56%"
ATIBAIA,SP,01/11/2022,"8,52%"
PORTO SEGURO,BA,01/11/2022,"11,40%"
VARGINHA,MG,01/11/2022,"8,12%"
URUGUAIANA,RS,01/11/2022,"12,58%"
APUCARANA,PR,01/11/2022,"5,73%"
CUBATAO,SP,01/11/2022,"7,52%"
SANTA RITA,PB,01/11/2022,"18,82%"
RESENDE,RJ,01/11/2022,"6,93%"
ARAUCARIA,PR,01/11/2022,"6,09%"
ARARAS,SP,01/11/2022,"8,67%"
CRATO,CE,01/11/2022,"6,70%"
PINHAIS,PR,01/11/2022,"8,01%"
CACHOEIRINHA,RS,01/11/2022,"8,04%"
SABARA,MG,01/11/2022,"16,67%"
SANTA CRUZ DO SUL,RS,01/11/2022,"6,28%"
CONSELHEIRO LAFAIETE,MG,01/11/2022,"7,02%"
SIMOES FILHO,BA,01/11/2022,"14,68%"
CAMETA,PA,01/11/2022,"13,33%"
BAGE,RS,01/11/2022,"9,02%"
TOLEDO,PR,01/11/2022,"6,88%"
FRANCO DA ROCHA,SP,01/11/2022,"11,18%"
CATANDUVA,SP,01/11/2022,"5,63%"
VARZEA PAULISTA,SP,01/11/2022,"11,73%"
SANTANA DE PARNAIBA,SP,01/11/2022,"9,54%"
GUARATINGUETA,SP,01/11/2022,"7,42%"
ITAPIPOCA,CE,01/11/2022,"6,94%"
BARRETOS,SP,01/11/2022,"4,50%"
MARITUBA,PA,01/11/2022,"14,04%"
SERTAOZINHO,SP,01/11/2022,"6,75%"
BAYEUX,PB,01/11/2022,"3,66%"
SINOP,MT,01/11/2022,"10,02%"
VOTORANTIM,SP,01/11/2022,"10,66%"
CODO,MA,01/11/2022,"6,45%"
ITAGUAI,RJ,01/11/2022,"13,59%"
JI PARANA,RO,01/11/2022,"7,78%"
MARANGUAPE,CE,01/11/2022,"15,15%"
ITABIRA,MG,01/11/2022,"7,19%"
BIRIGUI,SP,01/11/2022,"9,45%"
ARARUAMA,RJ,01/11/2022,"10,81%"
BRAGANCA,PA,01/11/2022,"16,00%"
CAMPO LARGO,PR,01/11/2022,"9,60%"
PACO DO LUMIAR,MA,01/11/2022,"6,32%"
ARAGUARI,MG,01/11/2022,"9,26%"
SALTO,SP,01/11/2022,"7,96%"
VESPASIANO,MG,01/11/2022,"15,23%"
SAO MATEUS,ES,01/11/2022,"13,91%"
PASSOS,MG,01/11/2022,"10,77%"
VALINHOS,SP,01/11/2022,"5,28%"
TATUI,SP,01/11/2022,"8,36%"
ALMIRANTE TAMANDARE,PR,01/11/2022,"14,53%"
RIO DAS OSTRAS,RJ,01/11/2022,"10,81%"
CORONEL FABRICIANO,MG,01/11/2022,"9,29%"
BRUSQUE,SC,01/11/2022,"15,03%"
COLATINA,ES,01/11/2022,"11,33%"
BENTO GONCALVES,RS,01/11/2022,"5,58%"
TRINDADE,GO,01/11/2022,"11,82%"
RIBEIRAO PIRES,SP,01/11/2022,"16,48%"
ARAPONGAS,PR,01/11/2022,"8,36%"
PAULO AFONSO,BA,01/11/2022,"9,45%"
POA,SP,01/11/2022,"11,19%"
GUARAPARI,ES,01/11/2022,"10,56%"
CARAGUATATUBA,SP,01/11/2022,"9,18%"
OURINHOS,SP,01/11/2022,"7,83%"
BALNEARIO CAMBORIU,SC,01/11/2022,"6,82%"
SANTANA,AP,01/11/2022,"11,90%"
ITATIBA,SP,01/11/2022,"5,78%"
BARCARENA,PA,01/11/2022,"22,22%"
UMUARAMA,PR,01/11/2022,"5,39%"
PATOS,PB,01/11/2022,"8,53%"
MURIAE,MG,01/11/2022,"6,32%"
IGARASSU,PE,01/11/2022,"13,13%"
UBA,MG,01/11/2022,"7,08%"
NOVO GAMA,GO,01/11/2022,"12,00%"
ACAILANDIA,MA,01/11/2022,"9,09%"
TRES LAGOAS,MS,01/11/2022,"9,70%"
EUNAPOLIS,BA,01/11/2022,"7,35%"
FORMOSA,GO,01/11/2022,"6,17%"
CORUMBA,MS,01/11/2022,"11,52%"
SAO LOURENCO DA MATA,PE,01/11/2022,"6,74%"
JAPERI,RJ,01/11/2022,"11,27%"
TUBARAO,SC,01/11/2022,"7,92%"
CAMBE,PR,01/11/2022,"6,91%"
ABREU E LIMA,PE,01/11/2022,"17,91%"
GUAIBA,RS,01/11/2022,"7,09%"
BACABAL,MA,01/11/2022,"7,06%"
ERECHIM,RS,01/11/2022,"6,20%"
PARINTINS,AM,01/11/2022,"11,11%"
ITUIUTABA,MG,01/11/2022,"5,70%"
JANDIRA,SP,01/11/2022,"11,11%"
ASSIS,SP,01/11/2022,"8,95%"
TUCURUI,PA,01/11/2022,"29,63%"
CAIEIRAS,SP,01/11/2022,"9,09%"
ARAXA,MG,01/11/2022,"5,06%"
LAVRAS,MG,01/11/2022,"10,71%"
BARRA DO PIRAI,RJ,01/11/2022,"21,31%"
IGUATU,CE,01/11/2022,"8,06%"
SANTA CRUZ DO CAPIBARIBE,PE,01/11/2022,"10,47%"
ITAPERUNA,RJ,01/11/2022,"10,40%"
ALTAMIRA,PA,01/11/2022,"8,53%"
LEME,SP,01/11/2022,"7,89%"
LAGARTO,SE,01/11/2022,"10,34%"
ITUMBIARA,GO,01/11/2022,"5,58%"
PARAGOMINAS,PA,01/11/2022,"10,48%"
SANTO ANTONIO DE JESUS,BA,01/11/2022,"9,76%"
ITAJUBA,MG,01/11/2022,"8,08%"
ITAITUBA,PA,01/11/2022,"14,29%"
PIRAQUARA,PR,01/11/2022,"11,76%"
ITANHAEM,SP,01/11/2022,"6,93%"
SAO GONCALO DO AMARANTE,RN,01/11/2022,"7,23%"
ITAPEVA,SP,01/11/2022,"8,67%"
CAMPO MOURAO,PR,01/11/2022,"6,07%"
SARANDI,PR,01/11/2022,"8,40%"
SAO PEDRO DA ALDEIA,RJ,01/11/2022,"10,55%"
SENADOR CANEDO,GO,01/11/2022,"10,16%"
ITABAIANA,SE,01/11/2022,"9,30%"
ITAUNA,MG,01/11/2022,"6,82%"
CATALAO,GO,01/11/2022,"2,34%"
ARIQUEMES,RO,01/11/2022,"11,36%"
VOTUPORANGA,SP,01/11/2022,"5,61%"
CACAPAVA,SP,01/11/2022,"8,04%"
JATAI,GO,01/11/2022,"6,34%"
VALENCA,BA,01/11/2022,"12,12%"
MOGI MIRIM,SP,01/11/2022,"7,91%"
SAO JOAO DA BOA VISTA,SP,01/11/2022,"5,47%"
PAULINIA,SP,01/11/2022,"6,15%"
SAO JOAO DEL REI,MG,01/11/2022,"5,52%"
ITACOATIARA,AM,01/11/2022,"0,00%"
LORENA,SP,01/11/2022,"7,58%"
ESTEIO,RS,01/11/2022,"6,90%"
TIMOTEO,MG,01/11/2022,"8,23%"
FAZENDA RIO GRANDE,PR,01/11/2022,"10,70%"
PARA DE MINAS,MG,01/11/2022,"7,46%"
MAIRIPORA,SP,01/11/2022,"10,76%"
CANDEIAS,BA,01/11/2022,"12,82%"
BREVES,PA,01/11/2022,"0,00%"
TANGARA DA SERRA,MT,01/11/2022,"7,32%"
PARANAVAI,PR,01/11/2022,"7,93%"
CARATINGA,MG,01/11/2022,"7,19%"
AVARE,SP,01/11/2022,"7,65%"
CACERES,MT,01/11/2022,"15,56%"
PARACATU,MG,01/11/2022,"5,04%"
SANTANA DO LIVRAMENTO,RS,01/11/2022,"16,33%"
NOVA LIMA,MG,01/11/2022,"3,68%"
CACHOEIRA DO SUL,RS,01/11/2022,"10,26%"
UBATUBA,SP,01/11/2022,"9,66%"
SAO ROQUE,SP,01/11/2022,"10,22%"
ARACRUZ,ES,01/11/2022,"8,14%"
SAO CRISTOVAO,SE,01/11/2022,"11,39%"
PATROCINIO,MG,01/11/2022,"7,63%"
IPOJUCA,PE,01/11/2022,"7,33%"
SEROPEDICA,RJ,01/11/2022,"14,29%"
PLANALTINA,GO,01/11/2022,"11,88%"
CRUZEIRO,SP,01/11/2022,"5,59%"
IJUI,RS,01/11/2022,"6,84%"
TRES RIOS,RJ,01/11/2022,"10,84%"
BARRA DO CORDA,MA,01/11/2022,"16,67%"
MANHUACU,MG,01/11/2022,"9,43%"
MATAO,SP,01/11/2022,"13,08%"
ARUJA,SP,01/11/2022,"4,23%"
SERRA TALHADA,PE,01/11/2022,"20,69%"
GURUPI,TO,01/11/2022,"3,95%"
ARARIPINA,PE,01/11/2022,"4,11%"
FRANCISCO BELTRAO,PR,01/11/2022,"7,45%"
QUIXADA,CE,01/11/2022,"8,39%"
GUANAMBI,BA,01/11/2022,"10,34%"
SAPIRANGA,RS,01/11/2022,"8,70%"
SANTO ANGELO,RS,01/11/2022,"13,73%"
JACOBINA,BA,01/11/2022,"8,00%"
PINHEIRO,MA,01/11/2022,"0,00%"
CARPINA,PE,01/11/2022,"11,54%"
CAMPO LIMPO PAULISTA,SP,01/11/2022,"12,35%"
JOAO MONLEVADE,MG,01/11/2022,"7,95%"
CACOAL,RO,01/11/2022,"8,75%"
BEBEDOURO,SP,01/11/2022,"7,95%"
VILHENA,RO,01/11/2022,"9,80%"
GRAVATA,PE,01/11/2022,"14,73%"
PACATUBA,CE,01/11/2022,"10,14%"
SERRINHA,BA,01/11/2022,"11,11%"
CANINDE,CE,01/11/2022,"2,22%"
LAJEADO,RS,01/11/2022,"5,70%"
SAO BENTO DO SUL,SC,01/11/2022,"6,38%"
ALFENAS,MG,01/11/2022,"11,70%"
GOIANA,PE,01/11/2022,"0,00%"
ALEGRETE,RS,01/11/2022,"9,80%"
NOVA SERRANA,MG,01/11/2022,"9,72%"
PONTA PORA,MS,01/11/2022,"5,23%"
PATO BRANCO,PR,01/11/2022,"11,58%"
VICOSA,MG,01/11/2022,"5,37%"
CRUZEIRO DO SUL,AC,01/11/2022,"6,06%"
SAO SEBASTIAO,SP,01/11/2022,"12,72%"
TRES CORACOES,MG,01/11/2022,"8,33%"
SAQUAREMA,RJ,01/11/2022,"12,14%"
PICOS,PI,01/11/2022,"9,72%"
LINS,SP,01/11/2022,"7,10%"
JABOTICABAL,SP,01/11/2022,"7,19%"
CURVELO,MG,01/11/2022,"10,32%"
REDENCAO,PA,01/11/2022,"6,52%"
TELEMACO BORBA,PR,01/11/2022,"5,83%"
UNAI,MG,01/11/2022,"4,76%"
CACADOR,SC,01/11/2022,"5,63%"
BELO JARDIM,PE,01/11/2022,"7,27%"
SAO FELIX DO XINGU,PA,01/11/2022,"0,00%"
CATAGUASES,MG,01/11/2022,"12,87%"
PIRASSUNUNGA,SP,01/11/2022,"6,59%"
CRATEUS,CE,01/11/2022,"7,14%"
CALDAS NOVAS,GO,01/11/2022,"6,97%"
AQUIRAZ,CE,01/11/2022,"10,39%"
RIO LARGO,AL,01/11/2022,"16,87%"
IBIUNA,SP,01/11/2022,"15,58%"
VALENCA,RJ,01/11/2022,"14,29%"
PALMEIRA DOS INDIOS,AL,01/11/2022,"13,51%"
ARCOVERDE,PE,01/11/2022,"23,33%"
QUIXERAMOBIM,CE,01/11/2022,"9,52%"
CIANORTE,PR,01/11/2022,"6,87%"
OURO PRETO,MG,01/11/2022,"5,42%"
VIANA,ES,01/11/2022,"12,64%"
CAJAMAR,SP,01/11/2022,"8,09%"
CHAPADINHA,MA,01/11/2022,"7,69%"
ARACATI,CE,01/11/2022,"12,28%"
TIANGUA,CE,01/11/2022,"16,67%"
RUSSAS,CE,01/11/2022,"9,71%"
CONCORDIA,SC,01/11/2022,"3,64%"
DIAS DAVILA,BA,01/11/2022,"20,55%"
CASTRO,PR,01/11/2022,"7,94%"
CAMBORIU,SC,01/11/2022,"11,21%"
SANTA ROSA,RS,01/11/2022,"10,47%"
ITAPIRA,SP,01/11/2022,"8,04%"
MOCOCA,SP,01/11/2022,"8,79%"
CEARA MIRIM,RN,01/11/2022,"5,88%"
MACAIBA,RN,01/11/2022,"21,43%"
VINHEDO,SP,01/11/2022,"1,77%"
FERNANDOPOLIS,SP,01/11/2022,"8,61%"
SAO SEBASTIAO DO PARAISO,MG,01/11/2022,"12,28%"
AMPARO,SP,01/11/2022,"7,96%"
FORMIGA,MG,01/11/2022,"7,95%"
CASCAVEL,CE,01/11/2022,"11,48%"
EMBU GUACU,SP,01/11/2022,"8,46%"
SOUSA,PB,01/11/2022,"12,37%"
NAVEGANTES,SC,01/11/2022,"7,30%"
VENANCIO AIRES,RS,01/11/2022,"20,00%"
FARROUPILHA,RS,01/11/2022,"4,39%"
TUPA,SP,01/11/2022,"9,33%"
SORRISO,MT,01/11/2022,"17,02%"
ESTANCIA,SE,01/11/2022,"10,39%"
ICO,CE,01/11/2022,"1,89%"
CAICO,RN,01/11/2022,"8,06%"
CRUZ ALTA,RS,01/11/2022,"14,89%"
CAMAQUA,RS,01/11/2022,"6,52%"
LENCOIS PAULISTA,SP,01/11/2022,"9,72%"
CAPANEMA,PA,01/11/2022,"4,65%"
SANTO ANTONIO DO DESCOBERTO,GO,01/11/2022,"10,84%"
OURICURI,PE,01/11/2022,"16,67%"
ESCADA,PE,01/11/2022,"5,00%"
ITAMARAJU,BA,01/11/2022,"9,80%"
BRUMADO,BA,01/11/2022,"13,79%"
PACAJUS,CE,01/11/2022,"6,25%"
PESQUEIRA,PE,01/11/2022,"0,00%"
VACARIA,RS,01/11/2022,"16,67%"
CONCEICAO DO COITE,BA,01/11/2022,"15,29%"
SAO BORJA,RS,01/11/2022,"0,00%"
RIO DO SUL,SC,01/11/2022,"2,74%"
CRUZ DAS ALMAS,BA,01/11/2022,"22,67%"
ARARANGUA,SC,01/11/2022,"8,65%"
JANUARIA,MG,01/11/2022,"17,65%"
CARAZINHO,RS,01/11/2022,"8,20%"
ITABERABA,BA,01/11/2022,"8,11%"
COSMOPOLIS,SP,01/11/2022,"10,34%"
PENAPOLIS,SP,01/11/2022,"8,64%"
GOIANESIA,GO,01/11/2022,"7,46%"
MORADA NOVA,CE,01/11/2022,"17,39%"
CAMPO BOM,RS,01/11/2022,"8,42%"
PENEDO,AL,01/11/2022,"8,47%"
CAMOCIM,CE,01/11/2022,"16,28%"
BOM JESUS DA LAPA,BA,01/11/2022,"27,27%"
PEDRO LEOPOLDO,MG,01/11/2022,"8,47%"
ROLANDIA,PR,01/11/2022,"6,67%"
BIGUACU,SC,01/11/2022,"5,96%"
UNIAO DOS PALMARES,AL,01/11/2022,"12,50%"
BEZERROS,PE,01/11/2022,"14,29%"
LUIS EDUARDO MAGALHAES,BA,01/11/2022,"4,40%"
PERUIBE,SP,01/11/2022,"8,49%"
MONTENEGRO,RS,01/11/2022,"13,64%"
PALMARES,PE,01/11/2022,"11,11%"
SURUBIM,PE,01/11/2022,"17,39%"
CIDADE OCIDENTAL,GO,01/11/2022,"15,79%"
GASPAR,SC,01/11/2022,"10,00%"
ICARA,SC,01/11/2022,"16,13%"
BATATAIS,SP,01/11/2022,"3,85%"
GRAJAU,MA,01/11/2022,"0,00%"
PONTE NOVA,MG,01/11/2022,"4,17%"
SANTO AMARO,BA,01/11/2022,"11,76%"
HORIZONTE,CE,01/11/2022,"23,26%"
ACARAU,CE,01/11/2022,"12,50%"
MORENO,PE,01/11/2022,"18,18%"
UNIAO DA VITORIA,PR,01/11/2022,"3,17%"
SANTA IZABEL DO PARA,PA,01/11/2022,"9,09%"
LIMOEIRO DO NORTE,CE,01/11/2022,"1,32%"
ANDRADINA,SP,01/11/2022,"4,92%"
BARRA DO GARCAS,MT,01/11/2022,"9,56%"
GUARABIRA,PB,01/11/2022,"14,71%"
MIRASSOL,SP,01/11/2022,"5,26%"
INDAIAL,SC,01/11/2022,"5,56%"
SALGUEIRO,PE,01/11/2022,"18,75%"
TRES PONTAS,MG,01/11/2022,"5,56%"
SAO MIGUEL DOS CAMPOS,AL,01/11/2022,"4,35%"
IRATI,PR,01/11/2022,"3,57%"
RIO BONITO,RJ,01/11/2022,"13,08%"
BARBALHA,CE,01/11/2022,"11,54%"
IBITINGA,SP,01/11/2022,"10,75%"
LAGOA SANTA,MG,01/11/2022,"6,53%"
TAQUARA,RS,01/11/2022,"1,61%"
PIRAPORA,MG,01/11/2022,"11,67%"
TAUA,CE,01/11/2022,"14,29%"
LIMOEIRO,PE,01/11/2022,"13,16%"
CABEDELO,PB,01/11/2022,"11,22%"
REGISTRO,SP,01/11/2022,"9,30%"
TIMBAUBA,PE,01/11/2022,"10,00%"
TAQUARITINGA,SP,01/11/2022,"14,29%"
CACHOEIRAS DE MACACU,RJ,01/11/2022,"16,67%"
CANOINHAS,SC,01/11/2022,"13,64%"
MARIANA,MG,01/11/2022,"11,76%"
PORTO FERREIRA,SP,01/11/2022,"7,59%"
FRUTAL,MG,01/11/2022,"7,14%"
GUAPIMIRIM,RJ,01/11/2022,"8,25%"
SAO BENTO DO UNA,PE,01/11/2022,"33,33%"
CAMPO BELO,MG,01/11/2022,"4,50%"
SAO PAULO,SP,01/12/2022,"9,42%"
RIO DE JANEIRO,RJ,01/12/2022,"8,94%"
SALVADOR,BA,01/12/2022,"9,43%"
BRASILIA,DF,01/12/2022,"4,85%"
FORTALEZA,CE,01/12/2022,"9,69%"
BELO HORIZONTE,MG,01/12/2022,"7,17%"
MANAUS,AM,01/12/2022,"9,54%"
CURITIBA,PR,01/12/2022,"4,95%"
RECIFE,PE,01/12/2022,"10,80%"
BELEM,PA,01/12/2022,"10,21%"
PORTO ALEGRE,RS,01/12/2022,"6,55%"
GOIANIA,GO,01/12/2022,"5,50%"
GUARULHOS,SP,01/12/2022,"11,66%"
CAMPINAS,SP,01/12/2022,"6,76%"
SAO LUIS,MA,01/12/2022,"7,69%"
SAO GONCALO,RJ,01/12/2022,"9,38%"
MACEIO,AL,01/12/2022,"10,77%"
DUQUE DE CAXIAS,RJ,01/12/2022,"13,60%"
NATAL,RN,01/12/2022,"7,92%"
TERESINA,PI,01/12/2022,"5,93%"
NOVA IGUACU,RJ,01/12/2022,"17,68%"
CAMPO GRANDE,MS,01/12/2022,"10,59%"
JOAO PESSOA,PB,01/12/2022,"7,02%"
SAO BERNARDO DO CAMPO,SP,01/12/2022,"5,38%"
OSASCO,SP,01/12/2022,"10,79%"
SANTO ANDRE,SP,01/12/2022,"6,88%"
JABOATAO DOS GUARARAPES,PE,01/12/2022,"8,69%"
SAO JOSE DOS CAMPOS,SP,01/12/2022,"5,36%"
CONTAGEM,MG,01/12/2022,"11,14%"
RIBEIRAO PRETO,SP,01/12/2022,"8,05%"
UBERLANDIA,MG,01/12/2022,"6,44%"
SOROCABA,SP,01/12/2022,"6,10%"
ARACAJU,SE,01/12/2022,"10,64%"
CUIABA,MT,01/12/2022,"8,54%"
FEIRA DE SANTANA,BA,01/12/2022,"7,67%"
JUIZ DE FORA,MG,01/12/2022,"5,45%"
JOINVILLE,SC,01/12/2022,"9,46%"
LONDRINA,PR,01/12/2022,"6,76%"
BELFORD ROXO,RJ,01/12/2022,"11,35%"
