Cidade,Uf,mes/ano,reativacao
ARACAJU,SE,01/11/2022,"3,21%"
CUIABA,MT,01/11/2022,"3,40%"
FEIRA DE SANTANA,BA,01/11/2022,"3,46%"
JUIZ DE FORA,MG,01/11/2022,"3,30%"
JOINVILLE,SC,01/11/2022,"2,94%"
LONDRINA,PR,01/11/2022,"1,07%"
BELFORD ROXO,RJ,01/11/2022,"5,57%"
ANANINDEUA,PA,01/11/2022,"5,89%"
SAO JOAO DE MERITI,RJ,01/11/2022,"4,59%"
APARECIDA DE GOIANIA,GO,01/11/2022,"3,97%"
NITEROI,RJ,01/11/2022,"2,61%"
CAMPOS DOS GOYTACAZES,RJ,01/11/2022,"3,82%"
CAXIAS DO SUL,RS,01/11/2022,"1,71%"
MAUA,SP,01/11/2022,"3,26%"
FLORIANOPOLIS,SC,01/11/2022,"1,43%"
VILA VELHA,ES,01/11/2022,"2,71%"
SANTOS,SP,01/11/2022,"2,21%"
SAO JOSE DO RIO PRETO,SP,01/11/2022,"2,00%"
PORTO VELHO,RO,01/11/2022,"2,66%"
SERRA,ES,01/11/2022,"4,06%"
DIADEMA,SP,01/11/2022,"3,38%"
OLINDA,PE,01/11/2022,"3,06%"
MACAPA,AP,01/11/2022,"4,76%"
BETIM,MG,01/11/2022,"3,64%"
CAMPINA GRANDE,PB,01/11/2022,"3,21%"
MOGI DAS CRUZES,SP,01/11/2022,"1,61%"
CARAPICUIBA,SP,01/11/2022,"4,03%"
PIRACICABA,SP,01/11/2022,"1,71%"
MONTES CLAROS,MG,01/11/2022,"3,24%"
JUNDIAI,SP,01/11/2022,"1,91%"
MARINGA,PR,01/11/2022,"1,79%"
CARIACICA,ES,01/11/2022,"2,95%"
BAURU,SP,01/11/2022,"2,56%"
ANAPOLIS,GO,01/11/2022,"3,20%"
RIO BRANCO,AC,01/11/2022,"3,94%"
CANOAS,RS,01/11/2022,"2,88%"
SAO VICENTE,SP,01/11/2022,"4,85%"
VITORIA,ES,01/11/2022,"1,95%"
PELOTAS,RS,01/11/2022,"3,24%"
FRANCA,SP,01/11/2022,"3,17%"
ITAQUAQUECETUBA,SP,01/11/2022,"3,79%"
BLUMENAU,SC,01/11/2022,"3,09%"
PONTA GROSSA,PR,01/11/2022,"2,07%"
CARUARU,PE,01/11/2022,"3,11%"
CAUCAIA,CE,01/11/2022,"4,68%"
RIBEIRAO DAS NEVES,MG,01/11/2022,"3,81%"
VITORIA DA CONQUISTA,BA,01/11/2022,"2,56%"
PAULISTA,PE,01/11/2022,"4,68%"
PETROPOLIS,RJ,01/11/2022,"2,41%"
GUARUJA,SP,01/11/2022,"3,03%"
UBERABA,MG,01/11/2022,"3,70%"
PETROLINA,PE,01/11/2022,"1,92%"
BOA VISTA,RR,01/11/2022,"3,22%"
TAUBATE,SP,01/11/2022,"3,52%"
CASCAVEL,PR,01/11/2022,"1,40%"
SANTAREM,PA,01/11/2022,"4,65%"
LIMEIRA,SP,01/11/2022,"2,15%"
SUZANO,SP,01/11/2022,"3,26%"
SAO JOSE DOS PINHAIS,PR,01/11/2022,"2,93%"
PRAIA GRANDE,SP,01/11/2022,"4,33%"
GOVERNADOR VALADARES,MG,01/11/2022,"2,00%"
VOLTA REDONDA,RJ,01/11/2022,"2,88%"
GRAVATAI,RS,01/11/2022,"2,11%"
MOSSORO,RN,01/11/2022,"2,73%"
SANTA MARIA,RS,01/11/2022,"2,93%"
FOZ DO IGUACU,PR,01/11/2022,"1,37%"
VARZEA GRANDE,MT,01/11/2022,"5,43%"
NOVO HAMBURGO,RS,01/11/2022,"1,59%"
IMPERATRIZ,MA,01/11/2022,"2,60%"
JUAZEIRO DO NORTE,CE,01/11/2022,"2,47%"
SUMARE,SP,01/11/2022,"1,76%"
BARUERI,SP,01/11/2022,"2,49%"
IPATINGA,MG,01/11/2022,"1,99%"
CAMACARI,BA,01/11/2022,"4,87%"
VIAMAO,RS,01/11/2022,"4,19%"
EMBU DAS ARTES,SP,01/11/2022,"5,18%"
ITABORAI,RJ,01/11/2022,"4,61%"
TABOAO DA SERRA,SP,01/11/2022,"3,08%"
MAGE,RJ,01/11/2022,"3,93%"
MARABA,PA,01/11/2022,"3,40%"
PALMAS,TO,01/11/2022,"3,00%"
SAO CARLOS,SP,01/11/2022,"2,15%"
COLOMBO,PR,01/11/2022,"2,10%"
ARAPIRACA,AL,01/11/2022,"3,43%"
MARILIA,SP,01/11/2022,"1,89%"
SETE LAGOAS,MG,01/11/2022,"3,69%"
SAO LEOPOLDO,RS,01/11/2022,"3,02%"
DIVINOPOLIS,MG,01/11/2022,"3,72%"
MARACANAU,CE,01/11/2022,"3,05%"
AMERICANA,SP,01/11/2022,"2,51%"
JACAREI,SP,01/11/2022,"2,32%"
ITAPEVI,SP,01/11/2022,"4,25%"
PARNAMIRIM,RN,01/11/2022,"3,90%"
PRESIDENTE PRUDENTE,SP,01/11/2022,"2,52%"
ARARAQUARA,SP,01/11/2022,"2,32%"
MACAE,RJ,01/11/2022,"2,89%"
ITABUNA,BA,01/11/2022,"3,63%"
SAO JOSE,SC,01/11/2022,"2,75%"
SANTA LUZIA,MG,01/11/2022,"4,01%"
INDAIATUBA,SP,01/11/2022,"3,91%"
ALVORADA,RS,01/11/2022,"4,50%"
COTIA,SP,01/11/2022,"2,53%"
JUAZEIRO,BA,01/11/2022,"4,61%"
HORTOLANDIA,SP,01/11/2022,"2,81%"
RIO GRANDE,RS,01/11/2022,"3,00%"
DOURADOS,MS,01/11/2022,"4,22%"
CRICIUMA,SC,01/11/2022,"1,26%"
RONDONOPOLIS,MT,01/11/2022,"2,67%"
CACHOEIRO DE ITAPEMIRIM,ES,01/11/2022,"1,60%"
CABO FRIO,RJ,01/11/2022,"4,28%"
RIO CLARO,SP,01/11/2022,"2,33%"
SOBRAL,CE,01/11/2022,"0,88%"
SANTA BARBARA DOESTE,SP,01/11/2022,"1,67%"
PASSO FUNDO,RS,01/11/2022,"2,33%"
ARACATUBA,SP,01/11/2022,"2,01%"
CHAPECO,SC,01/11/2022,"1,88%"
ITAJAI,SC,01/11/2022,"3,02%"
ILHEUS,BA,01/11/2022,"2,49%"
CABO DE SANTO AGOSTINHO,PE,01/11/2022,"5,29%"
MESQUITA,RJ,01/11/2022,"5,85%"
FERRAZ DE VASCONCELOS,SP,01/11/2022,"5,14%"
NOVA FRIBURGO,RJ,01/11/2022,"2,10%"
BARRA MANSA,RJ,01/11/2022,"2,50%"
LAURO DE FREITAS,BA,01/11/2022,"2,53%"
CASTANHAL,PA,01/11/2022,"4,19%"
RIO VERDE,GO,01/11/2022,"2,08%"
IBIRITE,MG,01/11/2022,"2,88%"
ANGRA DOS REIS,RJ,01/11/2022,"3,69%"
LUZIANIA,GO,01/11/2022,"4,45%"
GUARAPUAVA,PR,01/11/2022,"3,32%"
FRANCISCO MORATO,SP,01/11/2022,"3,07%"
NOSSA SENHORA DO SOCORRO,SE,01/11/2022,"2,24%"
AGUAS LINDAS DE GOIAS,GO,01/11/2022,"3,09%"
CAMARAGIBE,PE,01/11/2022,"3,14%"
TERESOPOLIS,RJ,01/11/2022,"1,89%"
LAGES,SC,01/11/2022,"0,93%"
ITU,SP,01/11/2022,"2,62%"
PARAUAPEBAS,PA,01/11/2022,"1,45%"
POCOS DE CALDAS,MG,01/11/2022,"1,83%"
TIMON,MA,01/11/2022,"2,08%"
NILOPOLIS,RJ,01/11/2022,"4,38%"
JEQUIE,BA,01/11/2022,"1,16%"
CAXIAS,MA,01/11/2022,"5,05%"
SAO JOSE DE RIBAMAR,MA,01/11/2022,"3,78%"
PINDAMONHANGABA,SP,01/11/2022,"1,88%"
BRAGANCA PAULISTA,SP,01/11/2022,"2,60%"
PARNAIBA,PI,01/11/2022,"3,47%"
SAO CAETANO DO SUL,SP,01/11/2022,"1,98%"
QUEIMADOS,RJ,01/11/2022,"3,78%"
ITAPETININGA,SP,01/11/2022,"2,28%"
PARANAGUA,PR,01/11/2022,"3,26%"
JARAGUA DO SUL,SC,01/11/2022,"1,09%"
LINHARES,ES,01/11/2022,"1,34%"
PALHOCA,SC,01/11/2022,"3,57%"
TEIXEIRA DE FREITAS,BA,01/11/2022,"1,96%"
VALPARAISO DE GOIAS,GO,01/11/2022,"3,91%"
PATOS DE MINAS,MG,01/11/2022,"2,51%"
ALAGOINHAS,BA,01/11/2022,"2,78%"
MOGI GUACU,SP,01/11/2022,"3,83%"
ITAPECERICA DA SERRA,SP,01/11/2022,"3,42%"
ABAETETUBA,PA,01/11/2022,"0,00%"
ARAGUAINA,TO,01/11/2022,"0,76%"
TEOFILO OTONI,MG,01/11/2022,"1,75%"
SAPUCAIA DO SUL,RS,01/11/2022,"2,61%"
JAU,SP,01/11/2022,"2,43%"
BARREIRAS,BA,01/11/2022,"2,85%"
POUSO ALEGRE,MG,01/11/2022,"1,16%"
VITORIA DE SANTO ANTAO,PE,01/11/2022,"2,42%"
MARICA,RJ,01/11/2022,"4,09%"
BOTUCATU,SP,01/11/2022,"1,89%"
BARBACENA,MG,01/11/2022,"2,61%"
GARANHUNS,PE,01/11/2022,"3,17%"
ATIBAIA,SP,01/11/2022,"1,85%"
PORTO SEGURO,BA,01/11/2022,"2,61%"
VARGINHA,MG,01/11/2022,"3,08%"
URUGUAIANA,RS,01/11/2022,"1,26%"
APUCARANA,PR,01/11/2022,"1,15%"
CUBATAO,SP,01/11/2022,"2,26%"
SANTA RITA,PB,01/11/2022,"4,71%"
RESENDE,RJ,01/11/2022,"2,71%"
ARAUCARIA,PR,01/11/2022,"4,17%"
ARARAS,SP,01/11/2022,"1,86%"
CRATO,CE,01/11/2022,"5,15%"
PINHAIS,PR,01/11/2022,"3,85%"
CACHOEIRINHA,RS,01/11/2022,"4,18%"
SABARA,MG,01/11/2022,"5,26%"
SANTA CRUZ DO SUL,RS,01/11/2022,"3,14%"
CONSELHEIRO LAFAIETE,MG,01/11/2022,"0,83%"
SIMOES FILHO,BA,01/11/2022,"4,59%"
CAMETA,PA,01/11/2022,"3,33%"
BAGE,RS,01/11/2022,"4,51%"
TOLEDO,PR,01/11/2022,"1,81%"
FRANCO DA ROCHA,SP,01/11/2022,"0,99%"
CATANDUVA,SP,01/11/2022,"1,41%"
VARZEA PAULISTA,SP,01/11/2022,"4,99%"
SANTANA DE PARNAIBA,SP,01/11/2022,"2,46%"
GUARATINGUETA,SP,01/11/2022,"4,09%"
ITAPIPOCA,CE,01/11/2022,"2,78%"
BARRETOS,SP,01/11/2022,"1,61%"
MARITUBA,PA,01/11/2022,"3,51%"
SERTAOZINHO,SP,01/11/2022,"2,38%"
BAYEUX,PB,01/11/2022,"7,32%"
SINOP,MT,01/11/2022,"1,63%"
VOTORANTIM,SP,01/11/2022,"3,31%"
CODO,MA,01/11/2022,"6,45%"
ITAGUAI,RJ,01/11/2022,"1,63%"
JI PARANA,RO,01/11/2022,"2,40%"
MARANGUAPE,CE,01/11/2022,"9,09%"
ITABIRA,MG,01/11/2022,"4,19%"
BIRIGUI,SP,01/11/2022,"0,39%"
ARARUAMA,RJ,01/11/2022,"4,05%"
BRAGANCA,PA,01/11/2022,"6,67%"
CAMPO LARGO,PR,01/11/2022,"1,20%"
PACO DO LUMIAR,MA,01/11/2022,"3,16%"
ARAGUARI,MG,01/11/2022,"1,39%"
SALTO,SP,01/11/2022,"1,59%"
VESPASIANO,MG,01/11/2022,"4,64%"
SAO MATEUS,ES,01/11/2022,"2,65%"
PASSOS,MG,01/11/2022,"3,85%"
VALINHOS,SP,01/11/2022,"1,47%"
TATUI,SP,01/11/2022,"3,41%"
ALMIRANTE TAMANDARE,PR,01/11/2022,"2,56%"
RIO DAS OSTRAS,RJ,01/11/2022,"4,32%"
CORONEL FABRICIANO,MG,01/11/2022,"1,64%"
BRUSQUE,SC,01/11/2022,"1,16%"
COLATINA,ES,01/11/2022,"4,00%"
BENTO GONCALVES,RS,01/11/2022,"2,58%"
TRINDADE,GO,01/11/2022,"3,18%"
RIBEIRAO PIRES,SP,01/11/2022,"2,20%"
ARAPONGAS,PR,01/11/2022,"1,74%"
PAULO AFONSO,BA,01/11/2022,"2,36%"
POA,SP,01/11/2022,"2,89%"
GUARAPARI,ES,01/11/2022,"4,69%"
CARAGUATATUBA,SP,01/11/2022,"4,83%"
OURINHOS,SP,01/11/2022,"2,17%"
BALNEARIO CAMBORIU,SC,01/11/2022,"2,15%"
SANTANA,AP,01/11/2022,"0,00%"
ITATIBA,SP,01/11/2022,"3,56%"
BARCARENA,PA,01/11/2022,"9,26%"
UMUARAMA,PR,01/11/2022,"1,47%"
PATOS,PB,01/11/2022,"2,33%"
MURIAE,MG,01/11/2022,"1,72%"
IGARASSU,PE,01/11/2022,"6,06%"
UBA,MG,01/11/2022,"2,83%"
NOVO GAMA,GO,01/11/2022,"6,00%"
ACAILANDIA,MA,01/11/2022,"0,00%"
TRES LAGOAS,MS,01/11/2022,"3,38%"
EUNAPOLIS,BA,01/11/2022,"2,21%"
FORMOSA,GO,01/11/2022,"3,70%"
CORUMBA,MS,01/11/2022,"3,64%"
SAO LOURENCO DA MATA,PE,01/11/2022,"3,37%"
JAPERI,RJ,01/11/2022,"2,82%"
TUBARAO,SC,01/11/2022,"1,67%"
CAMBE,PR,01/11/2022,"1,63%"
ABREU E LIMA,PE,01/11/2022,"2,99%"
GUAIBA,RS,01/11/2022,"0,79%"
BACABAL,MA,01/11/2022,"2,35%"
ERECHIM,RS,01/11/2022,"1,55%"
PARINTINS,AM,01/11/2022,"0,00%"
ITUIUTABA,MG,01/11/2022,"3,11%"
JANDIRA,SP,01/11/2022,"1,98%"
ASSIS,SP,01/11/2022,"3,19%"
TUCURUI,PA,01/11/2022,"0,00%"
CAIEIRAS,SP,01/11/2022,"2,65%"
ARAXA,MG,01/11/2022,"1,69%"
LAVRAS,MG,01/11/2022,"2,14%"
BARRA DO PIRAI,RJ,01/11/2022,"8,20%"
IGUATU,CE,01/11/2022,"2,42%"
SANTA CRUZ DO CAPIBARIBE,PE,01/11/2022,"0,00%"
ITAPERUNA,RJ,01/11/2022,"1,16%"
ALTAMIRA,PA,01/11/2022,"1,55%"
LEME,SP,01/11/2022,"1,05%"
LAGARTO,SE,01/11/2022,"5,17%"
ITUMBIARA,GO,01/11/2022,"4,19%"
PARAGOMINAS,PA,01/11/2022,"1,90%"
SANTO ANTONIO DE JESUS,BA,01/11/2022,"0,00%"
ITAJUBA,MG,01/11/2022,"2,02%"
ITAITUBA,PA,01/11/2022,"4,76%"
PIRAQUARA,PR,01/11/2022,"2,94%"
ITANHAEM,SP,01/11/2022,"3,31%"
SAO GONCALO DO AMARANTE,RN,01/11/2022,"1,20%"
ITAPEVA,SP,01/11/2022,"2,67%"
CAMPO MOURAO,PR,01/11/2022,"1,87%"
SARANDI,PR,01/11/2022,"4,58%"
SAO PEDRO DA ALDEIA,RJ,01/11/2022,"2,53%"
SENADOR CANEDO,GO,01/11/2022,"4,30%"
ITABAIANA,SE,01/11/2022,"4,65%"
ITAUNA,MG,01/11/2022,"1,52%"
CATALAO,GO,01/11/2022,"0,47%"
ARIQUEMES,RO,01/11/2022,"2,27%"
VOTUPORANGA,SP,01/11/2022,"5,14%"
CACAPAVA,SP,01/11/2022,"3,02%"
JATAI,GO,01/11/2022,"0,98%"
VALENCA,BA,01/11/2022,"12,12%"
MOGI MIRIM,SP,01/11/2022,"2,26%"
SAO JOAO DA BOA VISTA,SP,01/11/2022,"3,13%"
PAULINIA,SP,01/11/2022,"2,59%"
SAO JOAO DEL REI,MG,01/11/2022,"1,23%"
ITACOATIARA,AM,01/11/2022,"14,29%"
LORENA,SP,01/11/2022,"3,03%"
ESTEIO,RS,01/11/2022,"4,93%"
TIMOTEO,MG,01/11/2022,"4,43%"
FAZENDA RIO GRANDE,PR,01/11/2022,"1,48%"
PARA DE MINAS,MG,01/11/2022,"0,75%"
MAIRIPORA,SP,01/11/2022,"1,90%"
CANDEIAS,BA,01/11/2022,"7,69%"
BREVES,PA,01/11/2022,"0,00%"
TANGARA DA SERRA,MT,01/11/2022,"1,63%"
PARANAVAI,PR,01/11/2022,"0,00%"
CARATINGA,MG,01/11/2022,"2,61%"
AVARE,SP,01/11/2022,"1,09%"
CACERES,MT,01/11/2022,"4,44%"
PARACATU,MG,01/11/2022,"2,52%"
SANTANA DO LIVRAMENTO,RS,01/11/2022,"2,04%"
NOVA LIMA,MG,01/11/2022,"2,45%"
CACHOEIRA DO SUL,RS,01/11/2022,"0,00%"
UBATUBA,SP,01/11/2022,"3,69%"
SAO ROQUE,SP,01/11/2022,"2,92%"
ARACRUZ,ES,01/11/2022,"5,81%"
SAO CRISTOVAO,SE,01/11/2022,"3,80%"
PATROCINIO,MG,01/11/2022,"4,24%"
IPOJUCA,PE,01/11/2022,"4,00%"
SEROPEDICA,RJ,01/11/2022,"2,04%"
PLANALTINA,GO,01/11/2022,"0,00%"
CRUZEIRO,SP,01/11/2022,"0,00%"
IJUI,RS,01/11/2022,"2,56%"
TRES RIOS,RJ,01/11/2022,"4,82%"
BARRA DO CORDA,MA,01/11/2022,"16,67%"
MANHUACU,MG,01/11/2022,"2,83%"
MATAO,SP,01/11/2022,"1,54%"
ARUJA,SP,01/11/2022,"1,06%"
SERRA TALHADA,PE,01/11/2022,"4,60%"
GURUPI,TO,01/11/2022,"1,32%"
ARARIPINA,PE,01/11/2022,"4,11%"
FRANCISCO BELTRAO,PR,01/11/2022,"1,06%"
QUIXADA,CE,01/11/2022,"3,23%"
GUANAMBI,BA,01/11/2022,"4,14%"
SAPIRANGA,RS,01/11/2022,"4,35%"
SANTO ANGELO,RS,01/11/2022,"0,00%"
JACOBINA,BA,01/11/2022,"2,00%"
PINHEIRO,MA,01/11/2022,"0,00%"
CARPINA,PE,01/11/2022,"0,00%"
CAMPO LIMPO PAULISTA,SP,01/11/2022,"2,94%"
JOAO MONLEVADE,MG,01/11/2022,"4,55%"
CACOAL,RO,01/11/2022,"1,25%"
BEBEDOURO,SP,01/11/2022,"0,66%"
VILHENA,RO,01/11/2022,"3,92%"
GRAVATA,PE,01/11/2022,"3,10%"
PACATUBA,CE,01/11/2022,"4,35%"
SERRINHA,BA,01/11/2022,"9,09%"
CANINDE,CE,01/11/2022,"4,44%"
LAJEADO,RS,01/11/2022,"1,27%"
SAO BENTO DO SUL,SC,01/11/2022,"8,51%"
ALFENAS,MG,01/11/2022,"1,75%"
GOIANA,PE,01/11/2022,"0,00%"
ALEGRETE,RS,01/11/2022,"3,92%"
NOVA SERRANA,MG,01/11/2022,"0,69%"
PONTA PORA,MS,01/11/2022,"0,58%"
PATO BRANCO,PR,01/11/2022,"4,21%"
VICOSA,MG,01/11/2022,"1,46%"
CRUZEIRO DO SUL,AC,01/11/2022,"0,00%"
SAO SEBASTIAO,SP,01/11/2022,"4,39%"
TRES CORACOES,MG,01/11/2022,"4,17%"
SAQUAREMA,RJ,01/11/2022,"2,43%"
PICOS,PI,01/11/2022,"1,39%"
LINS,SP,01/11/2022,"1,09%"
JABOTICABAL,SP,01/11/2022,"1,44%"
CURVELO,MG,01/11/2022,"2,38%"
REDENCAO,PA,01/11/2022,"4,35%"
TELEMACO BORBA,PR,01/11/2022,"4,17%"
UNAI,MG,01/11/2022,"1,59%"
CACADOR,SC,01/11/2022,"4,23%"
BELO JARDIM,PE,01/11/2022,"3,64%"
SAO FELIX DO XINGU,PA,01/11/2022,"0,00%"
CATAGUASES,MG,01/11/2022,"2,97%"
PIRASSUNUNGA,SP,01/11/2022,"2,75%"
CRATEUS,CE,01/11/2022,"1,19%"
CALDAS NOVAS,GO,01/11/2022,"2,87%"
AQUIRAZ,CE,01/11/2022,"1,30%"
RIO LARGO,AL,01/11/2022,"6,02%"
IBIUNA,SP,01/11/2022,"1,30%"
VALENCA,RJ,01/11/2022,"10,20%"
PALMEIRA DOS INDIOS,AL,01/11/2022,"8,11%"
ARCOVERDE,PE,01/11/2022,"5,00%"
QUIXERAMOBIM,CE,01/11/2022,"2,38%"
CIANORTE,PR,01/11/2022,"2,29%"
OURO PRETO,MG,01/11/2022,"3,61%"
VIANA,ES,01/11/2022,"3,45%"
CAJAMAR,SP,01/11/2022,"1,28%"
CHAPADINHA,MA,01/11/2022,"7,69%"
ARACATI,CE,01/11/2022,"7,02%"
TIANGUA,CE,01/11/2022,"3,33%"
RUSSAS,CE,01/11/2022,"3,88%"
CONCORDIA,SC,01/11/2022,"0,00%"
DIAS DAVILA,BA,01/11/2022,"5,48%"
CASTRO,PR,01/11/2022,"3,17%"
CAMBORIU,SC,01/11/2022,"1,29%"
SANTA ROSA,RS,01/11/2022,"0,00%"
ITAPIRA,SP,01/11/2022,"0,89%"
MOCOCA,SP,01/11/2022,"3,30%"
CEARA MIRIM,RN,01/11/2022,"0,00%"
MACAIBA,RN,01/11/2022,"7,14%"
VINHEDO,SP,01/11/2022,"1,77%"
FERNANDOPOLIS,SP,01/11/2022,"1,99%"
SAO SEBASTIAO DO PARAISO,MG,01/11/2022,"5,26%"
AMPARO,SP,01/11/2022,"0,00%"
FORMIGA,MG,01/11/2022,"4,55%"
CASCAVEL,CE,01/11/2022,"0,00%"
EMBU GUACU,SP,01/11/2022,"2,31%"
SOUSA,PB,01/11/2022,"2,06%"
NAVEGANTES,SC,01/11/2022,"2,15%"
VENANCIO AIRES,RS,01/11/2022,"0,00%"
FARROUPILHA,RS,01/11/2022,"1,75%"
TUPA,SP,01/11/2022,"0,00%"
SORRISO,MT,01/11/2022,"3,19%"
ESTANCIA,SE,01/11/2022,"2,60%"
ICO,CE,01/11/2022,"0,00%"
CAICO,RN,01/11/2022,"1,61%"
CRUZ ALTA,RS,01/11/2022,"2,13%"
CAMAQUA,RS,01/11/2022,"0,00%"
LENCOIS PAULISTA,SP,01/11/2022,"6,94%"
CAPANEMA,PA,01/11/2022,"2,33%"
SANTO ANTONIO DO DESCOBERTO,GO,01/11/2022,"2,41%"
OURICURI,PE,01/11/2022,"0,00%"
ESCADA,PE,01/11/2022,"10,00%"
ITAMARAJU,BA,01/11/2022,"0,00%"
BRUMADO,BA,01/11/2022,"6,90%"
PACAJUS,CE,01/11/2022,"2,08%"
PESQUEIRA,PE,01/11/2022,"0,00%"
VACARIA,RS,01/11/2022,"0,00%"
CONCEICAO DO COITE,BA,01/11/2022,"0,00%"
SAO BORJA,RS,01/11/2022,"3,33%"
RIO DO SUL,SC,01/11/2022,"2,74%"
CRUZ DAS ALMAS,BA,01/11/2022,"4,00%"
ARARANGUA,SC,01/11/2022,"0,96%"
JANUARIA,MG,01/11/2022,"5,88%"
CARAZINHO,RS,01/11/2022,"1,64%"
ITABERABA,BA,01/11/2022,"2,70%"
COSMOPOLIS,SP,01/11/2022,"6,03%"
PENAPOLIS,SP,01/11/2022,"2,47%"
GOIANESIA,GO,01/11/2022,"1,49%"
MORADA NOVA,CE,01/11/2022,"0,00%"
CAMPO BOM,RS,01/11/2022,"4,21%"
PENEDO,AL,01/11/2022,"3,39%"
CAMOCIM,CE,01/11/2022,"4,65%"
BOM JESUS DA LAPA,BA,01/11/2022,"0,00%"
PEDRO LEOPOLDO,MG,01/11/2022,"1,69%"
ROLANDIA,PR,01/11/2022,"0,83%"
BIGUACU,SC,01/11/2022,"3,31%"
UNIAO DOS PALMARES,AL,01/11/2022,"0,00%"
BEZERROS,PE,01/11/2022,"1,79%"
LUIS EDUARDO MAGALHAES,BA,01/11/2022,"0,63%"
PERUIBE,SP,01/11/2022,"5,19%"
MONTENEGRO,RS,01/11/2022,"0,91%"
PALMARES,PE,01/11/2022,"6,67%"
SURUBIM,PE,01/11/2022,"4,35%"
CIDADE OCIDENTAL,GO,01/11/2022,"2,63%"
GASPAR,SC,01/11/2022,"0,00%"
ICARA,SC,01/11/2022,"4,84%"
BATATAIS,SP,01/11/2022,"3,85%"
GRAJAU,MA,01/11/2022,"11,11%"
PONTE NOVA,MG,01/11/2022,"1,39%"
SANTO AMARO,BA,01/11/2022,"0,00%"
HORIZONTE,CE,01/11/2022,"4,65%"
ACARAU,CE,01/11/2022,"12,50%"
MORENO,PE,01/11/2022,"0,00%"
UNIAO DA VITORIA,PR,01/11/2022,"1,59%"
SANTA IZABEL DO PARA,PA,01/11/2022,"0,00%"
LIMOEIRO DO NORTE,CE,01/11/2022,"0,00%"
ANDRADINA,SP,01/11/2022,"0,82%"
BARRA DO GARCAS,MT,01/11/2022,"2,94%"
GUARABIRA,PB,01/11/2022,"2,94%"
MIRASSOL,SP,01/11/2022,"0,00%"
INDAIAL,SC,01/11/2022,"2,38%"
SALGUEIRO,PE,01/11/2022,"4,69%"
TRES PONTAS,MG,01/11/2022,"5,56%"
SAO MIGUEL DOS CAMPOS,AL,01/11/2022,"8,70%"
IRATI,PR,01/11/2022,"5,36%"
RIO BONITO,RJ,01/11/2022,"4,67%"
BARBALHA,CE,01/11/2022,"3,85%"
IBITINGA,SP,01/11/2022,"1,08%"
LAGOA SANTA,MG,01/11/2022,"0,50%"
TAQUARA,RS,01/11/2022,"4,84%"
PIRAPORA,MG,01/11/2022,"1,67%"
TAUA,CE,01/11/2022,"0,00%"
LIMOEIRO,PE,01/11/2022,"0,00%"
CABEDELO,PB,01/11/2022,"4,08%"
REGISTRO,SP,01/11/2022,"2,33%"
TIMBAUBA,PE,01/11/2022,"0,00%"
TAQUARITINGA,SP,01/11/2022,"3,57%"
CACHOEIRAS DE MACACU,RJ,01/11/2022,"0,00%"
CANOINHAS,SC,01/11/2022,"0,00%"
MARIANA,MG,01/11/2022,"2,94%"
PORTO FERREIRA,SP,01/11/2022,"0,00%"
FRUTAL,MG,01/11/2022,"0,00%"
GUAPIMIRIM,RJ,01/11/2022,"4,12%"
SAO BENTO DO UNA,PE,01/11/2022,"0,00%"
CAMPO BELO,MG,01/11/2022,"3,60%"
SAO PAULO,SP,01/12/2022,"5,40%"
RIO DE JANEIRO,RJ,01/12/2022,"3,51%"
SALVADOR,BA,01/12/2022,"2,54%"
BRASILIA,DF,01/12/2022,"0,90%"
FORTALEZA,CE,01/12/2022,"6,53%"
BELO HORIZONTE,MG,01/12/2022,"3,11%"
MANAUS,AM,01/12/2022,"2,11%"
CURITIBA,PR,01/12/2022,"0,92%"
RECIFE,PE,01/12/2022,"4,74%"
BELEM,PA,01/12/2022,"3,30%"
PORTO ALEGRE,RS,01/12/2022,"1,79%"
GOIANIA,GO,01/12/2022,"1,03%"
GUARULHOS,SP,01/12/2022,"6,76%"
CAMPINAS,SP,01/12/2022,"2,27%"
SAO LUIS,MA,01/12/2022,"1,83%"
SAO GONCALO,RJ,01/12/2022,"1,73%"
MACEIO,AL,01/12/2022,"5,46%"
DUQUE DE CAXIAS,RJ,01/12/2022,"3,74%"
NATAL,RN,01/12/2022,"1,46%"
TERESINA,PI,01/12/2022,"0,60%"
NOVA IGUACU,RJ,01/12/2022,"9,69%"
CAMPO GRANDE,MS,01/12/2022,"3,89%"
JOAO PESSOA,PB,01/12/2022,"1,47%"
SAO BERNARDO DO CAMPO,SP,01/12/2022,"0,89%"
OSASCO,SP,01/12/2022,"5,31%"
SANTO ANDRE,SP,01/12/2022,"2,44%"
JABOATAO DOS GUARARAPES,PE,01/12/2022,"2,39%"
SAO JOSE DOS CAMPOS,SP,01/12/2022,"0,83%"
CONTAGEM,MG,01/12/2022,"6,14%"
RIBEIRAO PRETO,SP,01/12/2022,"2,59%"
UBERLANDIA,MG,01/12/2022,"1,61%"
SOROCABA,SP,01/12/2022,"0,87%"
ARACAJU,SE,01/12/2022,"5,53%"
CUIABA,MT,01/12/2022,"3,68%"
FEIRA DE SANTANA,BA,01/12/2022,"1,70%"
JUIZ DE FORA,MG,01/12/2022,"1,06%"
JOINVILLE,SC,01/12/2022,"4,05%"
LONDRINA,PR,01/12/2022,"1,88%"
BELFORD ROXO,RJ,01/12/2022,"2,97%"
